id_aluno,idade,curso,turno,modalidade,cidade,renda_familiar,horas_estudo_semana,frequencia_percentual,nota_anterior,acessos_ava_mes,atividades_entregues_percentual,horas_sono,distancia_km,internet_estavel,trabalha,recebeu_monitoria,satisfacao_curso,nota_final,aprovado,risco_evasao
AL00800,22,Administração,Matutino,Híbrido,Gaspar,5027,18.6,94.1,6.7,36,100,7.9,14,Não,Não,Sim,9,7.6,Sim,Não
AL00801,28,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,1837,3.4,84,7.6,41,72.9,5.2,2.9,Sim,Sim,Não,3,5.3,Não,Não
AL00802,35,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,2440,9.9,90.5,7.7,33,100,4.9,10.9,Sim,Sim,Não,6,8.4,Sim,Sim
AL00803,28,Administração,Matutino,Híbrido,Pomerode,2086,8.3,58.8,6.2,31,95.2,5.5,5.3,Sim,Não,Não,9,6.9,Não,Não
AL00804,41,Automação Industrial,Noturno,Presencial,Indaial,5709,7.6,86.8,6.3,42,100,7.7,6.8,Não,Sim,Não,7,6,Sim,Não
AL00805,26,Automação Industrial,Matutino,Presencial,Pomerode,1920,17.6,84.8,9,47,80.8,8.2,6.2,Não,Não,Sim,6,7.7,Sim,Não
AL00806,18,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,4884,9.5,71,6,52,88.6,6.4,11.8,Não,Não,Não,6,4.9,Não,Não
AL00807,36,Automação Industrial,Matutino,Presencial,Timbó,12690,9.8,96.9,6,25,100,7.6,4.3,Sim,Sim,Não,6,7,Sim,Não
AL00808,16,Administração,Matutino,Presencial,Timbó,1510,4.9,92.5,9.9,53,83.6,5.8,2.3,Sim,Não,Não,7,6.3,Sim,Não
AL00809,22,Automação Industrial,Noturno,Presencial,Blumenau,900,10.3,79.5,6.2,34,96.2,7.6,6.9,Sim,Sim,Não,7,7.5,Sim,Não
AL00810,16,Automação Industrial,Matutino,Presencial,Indaial,2216,9.5,58.8,7,32,70,5.1,6.1,Não,Sim,Não,7,6.9,Não,Sim
AL00811,33,Automação Industrial,Matutino,Presencial,Blumenau,2197,10.8,68,6.9,44,100,6.6,4.8,Não,Sim,Não,10,4.8,Não,Não
AL00812,30,Administração,Noturno,Presencial,Brusque,4523,14.6,87.5,6.9,45,100,9.2,3.8,Sim,Sim,Não,7,7.4,Sim,Não
AL00813,16,Automação Industrial,Noturno,Presencial,Blumenau,5800,9.6,77.7,7.5,40,96.4,6.8,7.7,Sim,Sim,Não,7,7.5,Sim,Não
AL00814,41,Eletromecânica,Noturno,Presencial,Timbó,1395,9.1,96.2,7,17,100,7.4,1.5,Sim,Sim,Não,7,7.7,Sim,Não
AL00815,23,Automação Industrial,Noturno,Presencial,Timbó,1655,0.6,94.2,5.8,34,67.7,4.9,9.4,Não,Sim,Sim,8,5.6,Não,Não
AL00816,26,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,2124,11.9,91.9,6.2,50,88.4,6.9,24.4,Sim,Sim,Não,7,7.1,Sim,Não
AL00817,20,Automação Industrial,Noturno,Presencial,Timbó,4665,13.6,58.9,6.8,48,63.3,6.5,11.1,Sim,Não,Não,7,6.7,Não,Não
AL00818,47,Automação Industrial,Noturno,Presencial,Timbó,1469,6.6,85.4,8.4,21,77.6,5.6,2.2,Sim,Sim,Não,5,6,Sim,Não
AL00819,25,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,,10.3,100,6.6,52,100,7.1,5,Sim,Não,Sim,9,10,Sim,Não
AL00820,32,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,3127,3.4,81.3,4.5,41,67.4,7.4,9.5,Sim,Sim,Não,5,4.8,Não,Não
AL00821,37,Automação Industrial,Matutino,Híbrido,Blumenau,1386,4.2,74.1,5.7,37,90.3,6.1,21,Sim,Sim,Não,6,6.5,Não,Sim
AL00822,30,Eletromecânica,Noturno,Presencial,Timbó,4821,0.5,79,7.4,23,90.3,7.8,7.4,Sim,Sim,Sim,7,6.8,Sim,Não
AL00823,16,Administração,Matutino,Presencial,Timbó,4382,5.6,75.6,7.5,35,80.8,6,3.2,Sim,Sim,Não,7,5.9,Não,Não
AL00824,27,Administração,Matutino,Presencial,Indaial,1011,1.4,89.5,6.7,42,62.2,6.9,3,Sim,Sim,Não,7,6.3,Sim,Não
AL00825,33,Eletromecânica,Matutino,Presencial,Indaial,3078,5.2,94.9,4.7,32,65.5,7.5,13.4,Sim,Não,Não,5,5.5,Não,Não
AL00826,32,Eletromecânica,Matutino,Presencial,Timbó,6681,21.9,76.7,10,51,100,9.3,4.4,Sim,Sim,Não,8,8,Sim,Não
AL00827,28,Eletromecânica,Noturno,Presencial,Blumenau,1565,11,71,7.1,42,90.7,8.3,2.2,Sim,Não,Não,6,7.7,Não,Não
AL00828,16,Eletromecânica,Matutino,Presencial,Blumenau,2154,12.5,84.2,8.6,44,100,4.9,4.9,Sim,Sim,Não,4,6.7,Sim,Não
AL00829,23,Administração,Matutino,Presencial,Indaial,6605,2.6,82.9,5.6,22,64.1,5.2,4.8,Não,Sim,Não,9,4.5,Não,Não
AL00830,46,Eletromecânica,Matutino,Híbrido,Pomerode,1632,6.9,65.8,7.4,56,70.7,6.8,12.7,Sim,Sim,Não,4,6.4,Não,Sim
AL00831,16,Automação Industrial,Matutino,Híbrido,Timbó,5116,5.4,92.5,6.4,41,79.3,6.7,8.3,Sim,Sim,Sim,7,7,Sim,Não
AL00832,24,Automação Industrial,Matutino,Presencial,Brusque,1370,6.2,78.9,2.2,0,85.7,5,7.8,Sim,Sim,Não,4,6.3,Sim,Sim
AL00833,31,Desenvolvimento de Sistemas,Noturno,Presencial,Indaial,3478,6.2,83.4,6.6,37,94.6,5.9,5.1,Sim,Sim,Não,5,6.6,Sim,Não
AL00834,20,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,2073,10.4,93.5,6.1,31,94.4,5.9,8.4,Sim,Não,Não,8,7.3,Sim,Sim
AL00835,24,Desenvolvimento de Sistemas,Matutino,Híbrido,Blumenau,2111,3.5,70.2,4.9,44,81.6,8.9,7,Sim,Sim,Não,8,4.9,Não,Não
AL00836,35,Desenvolvimento de Sistemas,Noturno,Presencial,Indaial,5539,15.1,73.9,7.9,65,77.7,5,6.4,Sim,Sim,Sim,6,7.5,Não,Sim
AL00837,38,Automação Industrial,Matutino,Presencial,Timbó,1297,9.8,91.7,8.8,42,100,5.8,11.8,Sim,Não,Não,5,10,Sim,Não
AL00838,23,Administração,Noturno,Presencial,Timbó,2929,0.2,86.8,4.1,25,36.2,5.7,3.2,Sim,Sim,Não,6,4.9,Não,Sim
AL00839,36,Automação Industrial,Matutino,Presencial,Timbó,2343,0,80.9,4.8,18,45.3,6.8,3.8,Sim,Sim,Não,8,5.4,Não,Não
AL00840,42,Desenvolvimento de Sistemas,Noturno,Híbrido,Timbó,6081,10.7,90.5,6.6,26,68.7,6.7,7.3,Sim,Não,Não,6,5.9,Não,Não
AL00841,17,Administração,Noturno,Presencial,Gaspar,2700,12,83.2,,45,93.6,8.6,6.6,Sim,Não,Não,4,7.6,Sim,Sim
AL00842,29,Automação Industrial,Matutino,Presencial,Timbó,6775,9.4,80.7,6.5,40,97.9,6.6,14,Sim,Sim,Não,5,6,Sim,Não
AL00843,18,Eletromecânica,Matutino,Presencial,Pomerode,3811,12.7,68.6,9.1,73,82.8,8,9.7,Não,Sim,Não,7,7.6,Não,Sim
AL00844,20,Automação Industrial,Matutino,Presencial,Timbó,1563,7.2,85.2,,33,65.9,8.2,14.7,Não,Sim,Não,8,6.6,Sim,Não
AL00845,27,desenv. sistemas,Noturno,Presencial,Pomerode,1348,8.2,72.4,8.5,77,64.9,7.4,18.2,Não,Não,Não,6,6.8,Não,Não
AL00846,32,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,2471,7.2,96.3,3.7,43,100,5.5,6,Sim,Sim,Não,5,7.2,Sim,Não
AL00847,19,Administração,Matutino,Presencial,Indaial,3095,20.4,85.7,6.8,51,100,7.7,10.9,Sim,Não,Não,7,7.4,Sim,Não
AL00848,16,Automação Industrial,Matutino,Presencial,Pomerode,1970,13.5,76.3,6.1,31,82,8.4,3.6,Sim,Não,Não,9,6.2,Sim,Não
AL00849,24,Administração,Noturno,Presencial,Indaial,3972,13,86.8,6.8,29,100,6.3,15.6,Sim,Não,Não,6,8.8,Sim,Não
AL00850,37,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,4667,1.4,66.8,7.1,19,47.8,4.6,9.2,Sim,Sim,Sim,7,5.2,Não,Não
AL00851,18,Automação Industrial,Noturno,Presencial,Brusque,10602,17.3,80.3,5.8,50,100,6.3,2.4,Sim,Não,Não,7,6,Sim,Não
AL00852,30,Desenvolvimento de Sistemas,Noturno,Presencial,Indaial,2420,7.5,83.7,9.1,30,67.9,6.7,15.7,Não,Sim,Não,9,6.6,Sim,Não
AL00853,16,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,3137,7.5,69.2,5.4,30,90.9,8.7,11.6,Sim,Não,Não,7,7.2,Não,Não
AL00854,16,Automação Industrial,Noturno,Presencial,Blumenau,9317,16.4,75.4,7,37,100,6.6,4.6,Sim,Não,Sim,10,6.8,Sim,Não
AL00855,32,Automação Industrial,Noturno,Presencial,Gaspar,1869,7,80.3,7.9,44,68.1,5.3,8.9,Não,Não,Não,9,5.8,Não,Não
AL00856,34,Administração,Noturno,Híbrido,Indaial,2251,11.9,83.6,6.5,30,82.6,7.9,8.9,Sim,Sim,Não,9,6.9,Sim,Sim
AL00857,16,Administração,Noturno,Presencial,Timbó,4057,8.3,76.3,6.9,20,90,6,4.1,Sim,Sim,Não,8,6.1,Sim,Não
AL00858,37,Administração,Noturno,Presencial,Indaial,2293,9.3,87.7,4.6,31,85,7.7,7.1,Sim,Não,Não,10,6.4,Sim,Não
AL00859,28,Administração,Noturno,Presencial,Indaial,2000,16.3,82.8,8.8,50,100,7.8,10.4,Não,Não,Não,6,6.4,Sim,Não
AL00860,33,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,4115,6.5,77.8,6.9,57,100,7.7,6.6,Sim,Sim,Não,6,7.3,Sim,Não
AL00861,31,Eletromecânica,Noturno,Presencial,Gaspar,5309,3.7,73.5,8.7,17,88,7.4,19.4,Sim,Não,Sim,6,7.5,Não,Não
AL00862,22,Administração,Noturno,Presencial,Blumenau,3994,3.7,87.4,6.4,31,80.4,5.3,2.2,Não,Sim,Não,8,5.9,Não,Não
AL00863,27,Eletromecânica,Matutino,Presencial,Pomerode,2289,10.9,91.8,8.2,38,100,7.4,2.5,Sim,Não,Não,5,9,Sim,Não
AL00864,17,Automação Industrial,Noturno,Presencial,Indaial,2808,11.1,73,7,50,100,6.4,8,Sim,Sim,Não,4,5.5,Não,Sim
AL00865,16,Desenvolvimento de Sistemas,Noturno,Híbrido,Indaial,2092,8.6,75.6,7,40,58.4,8,14.8,Sim,Não,Não,6,6,Sim,Não
AL00866,26,Eletromecânica,Matutino,Presencial,Brusque,2661,8.1,80.2,6.2,21,85,4.5,11.4,Sim,Sim,Não,5,6.1,Sim,Não
AL00867,21,Administração,Matutino,Presencial,Pomerode,8508,11.7,89.7,6,41,88.2,8.2,1.7,Sim,Não,Não,5,7,Sim,Não
AL00868,34,Automação Industrial,Noturno,Híbrido,Brusque,1490,7.5,83.3,6,8,70.2,5.5,7.2,Sim,Sim,Sim,8,7,Sim,Não
AL00869,32,Eletromecânica,Noturno,Presencial,Blumenau,1835,5.5,74.6,6.8,38,100,5.7,11.5,Sim,Sim,Sim,6,6.3,Não,Não
AL00870,28,Eletromecânica,Noturno,Presencial,Indaial,3511,11.1,93.1,4.2,42,100,6.9,3.8,Sim,Não,Sim,9,7,Sim,Sim
AL00871,18,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,1457,11.4,81.1,3.7,33,69.9,7.7,3.5,Não,Não,Não,7,4.7,Não,Não
AL00872,39,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,1021,4.5,89,5.7,62,56.7,5.8,11.6,Não,Sim,Não,5,6,Sim,Sim
AL00873,25,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,3629,0.9,89.2,7.6,26,54.6,6,5.2,Sim,Sim,Não,5,5.9,Não,Sim
AL00874,22,Desenvolvimento de Sistemas,Matutino,Híbrido,Brusque,5501,5,83.5,8.5,3,52.4,4.6,7.1,Sim,Sim,Não,6,6.2,Sim,Sim
AL00875,16,Automação Industrial,Matutino,Presencial,Blumenau,3015,10.5,82,6.4,36,100,6.6,2.6,Sim,Sim,Não,9,8.8,Sim,Não
AL00876,20,Administração,Matutino,Presencial,Blumenau,5823,12.3,84.7,6.5,32,80.6,8.2,8.5,Sim,Não,Sim,7,7.5,Sim,Não
AL00877,27,Automação Industrial,Noturno,Presencial,Gaspar,3070,12.2,89.9,6.6,32,91.6,6.7,4.7,Sim,Sim,Não,5,6.6,Sim,Não
AL00878,24,Eletromecânica,Noturno,Híbrido,Blumenau,1506,4.1,82.3,6.5,23,97.9,4.9,4,Sim,Sim,Não,6,5.9,Não,Não
AL00879,26,Automação Industrial,Noturno,Presencial,Blumenau,1262,8.6,91.9,10,50,100,6.7,6,Sim,Sim,Sim,8,8.1,Sim,Não
AL00880,16,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,2706,7,75.7,6.4,44,100,5.2,14.4,Sim,Sim,Não,5,6.4,Sim,Sim
AL00881,18,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,2889,12.7,89.5,5.6,51,100,8.4,6,Sim,Não,Não,8,6.3,Sim,Não
AL00882,34,Eletromecânica,Noturno,Presencial,Pomerode,2603,5.5,74.5,4.1,20,76.2,6.1,9.2,Sim,Sim,Não,6,5.4,Não,Não
AL00883,16,Administração,Noturno,Híbrido,Brusque,3306,10,64.2,4.9,38,100,4.4,3.8,Sim,Sim,Não,4,5.7,Não,Não
AL00884,36,Automação Industrial,Noturno,Presencial,Timbó,1723,11.9,88,5.5,17,100,6.5,2.9,Não,Sim,Não,5,6.3,Sim,Sim
AL00885,22,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,,2.6,78.9,6.8,18,52.8,7.3,8.3,Sim,Sim,Não,10,5,Não,Não
AL00886,26,Automação Industrial,Noturno,Presencial,Gaspar,5450,15.2,94.6,5.7,79,86.2,8,4.7,Sim,Sim,Sim,7,7.8,Sim,Não
AL00887,32,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,2918,6.2,71.9,3.6,28,67,7.1,17.7,Sim,Sim,Não,6,5.3,Não,Sim
AL00888,28,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,1925,8.2,76.8,3.1,41,64.5,5.7,23.9,Não,Não,Não,9,4.5,Não,Não
AL00889,28,Eletromecânica,Noturno,Presencial,Brusque,2157,8.5,62.5,8.9,36,86.7,5.9,10.7,Sim,Sim,Não,6,6.4,Não,Sim
AL00890,25,Eletromecânica,Noturno,Presencial,Indaial,5620,4.5,76.9,6.2,38,75.8,7.2,4.6,Sim,Não,Sim,7,5.5,Não,Não
AL00891,26,Desenvolvimento de Sistemas,Matutino,Híbrido,Pomerode,2261,5.9,65.4,7.3,53,88.3,8.4,4.9,Não,Não,Não,7,6.7,Não,Sim
AL00892,20,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,2374,12.8,94.6,7.7,45,94.7,5.7,9.8,Não,Não,Não,6,6.1,Sim,Não
AL00893,17,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,2569,14.4,77.4,7.6,45,100,7.4,6.4,Sim,Não,Não,9,5.7,Não,Não
AL00894,19,Eletromecânica,Noturno,Híbrido,Blumenau,1515,14.4,72.3,5.5,58,88,8.1,4.8,Sim,Sim,Não,8,6,Não,Não
AL00895,35,Administração,Noturno,Presencial,Pomerode,3640,10.5,78.7,4.7,40,91.2,7.3,7,Sim,Sim,Não,6,5.7,Não,Não
AL00896,27,Eletromecânica,Noturno,Presencial,Pomerode,2632,0,88.7,7.5,32,91.8,7.1,16.9,Sim,Sim,Não,5,6.5,Sim,Não
AL00897,41,Desenvolvimento de Sistemas,Matutino,Híbrido,Timbó,1854,11.3,71,6.1,28,97.4,5.4,9.9,Não,Sim,Não,6,5.2,Não,Não
AL00898,35,Eletromecânica,Noturno,Híbrido,Timbó,2685,13.4,82.4,6.8,51,83.2,6.8,14.7,Não,Sim,Não,6,6.2,Sim,Sim
AL00899,16,Eletromecânica,Noturno,Presencial,Pomerode,2582,12.3,92.3,5.9,34,96.5,7.3,8.1,Não,Sim,Não,7,7.1,Sim,Não
AL00900,40,Automação Industrial,Matutino,Presencial,Gaspar,3609,3.9,76.9,8.4,35,92.5,6.5,8.9,Sim,Sim,Não,4,6.4,Sim,Sim
AL00901,26,Desenvolvimento de Sistemas,Matutino,Híbrido,Timbó,4821,9.5,84.9,6.9,33,88.5,5.6,18,Sim,Sim,Sim,7,8.4,Sim,Não
AL00902,30,Automação Industrial,Matutino,Presencial,Pomerode,2134,8,95.9,6.2,40,82.3,7.4,24.3,Sim,Não,Não,3,7.2,Sim,Não
AL00903,53,Automação Industrial,Matutino,Presencial,Brusque,3195,15,79.8,6.1,37,100,8.1,17.5,Sim,Não,Não,7,8.2,Sim,Não
AL00904,31,Eletromecânica,Matutino,Híbrido,Brusque,2194,0.8,95.8,4.7,28,78.3,7.9,13.1,Sim,Sim,Sim,7,5.5,Não,Não
AL00905,23,Administração,Noturno,Presencial,Pomerode,7792,7,81.5,9.1,45,78.1,8.3,6.8,Sim,Sim,Não,7,6.5,Sim,Não
AL00906,30,Administração,Matutino,Presencial,Timbó,4291,3.3,72.4,8.4,30,54.6,7.4,8.8,Sim,Sim,Não,7,5.7,Não,Não
AL00907,25,Administração,Matutino,Presencial,Pomerode,8024,13.7,92.8,6.7,64,99.6,6,10.4,Sim,Sim,Sim,6,6.4,Sim,Não
AL00908,45,Eletromecânica,Matutino,Presencial,Timbó,4135,13.5,85.8,5.5,30,89.2,9.9,10.7,Sim,Não,Não,4,6.3,Sim,Não
AL00909,27,Administração,Noturno,Híbrido,Brusque,6138,4.7,83.5,6.5,44,72.8,6.3,8.3,Sim,Sim,Não,5,6.2,Sim,Não
AL00910,34,Desenvolvimento de Sistemas,Noturno,Híbrido,Blumenau,6554,1.5,70.1,7.9,15,81,8.2,14.9,Sim,Sim,Não,6,5,Não,Não
AL00911,24,Desenvolvimento de Sistemas,Matutino,Híbrido,Indaial,3310,17.5,84.4,7.1,51,100,6.8,10.1,Sim,Sim,Não,8,7.4,Sim,Não
AL00912,31,Desenvolvimento de Sistemas,Noturno,Híbrido,Gaspar,,7.7,74,7.2,50,94.1,5.6,9.7,Não,Sim,Não,6,6.3,Não,Não
AL00913,35,Automação Industrial,Noturno,Presencial,Gaspar,4586,13.1,78.7,7.8,32,86.6,8.1,22.9,Sim,Não,Não,5,7,Sim,Sim
AL00914,26,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,3482,8.2,91.8,4.9,31,100,4.5,7.7,Sim,Sim,Não,6,6.7,Sim,Não
AL00915,40,Eletromecânica,Noturno,Presencial,Gaspar,1736,6.6,90.4,5.4,14,88,7,11.9,Não,Sim,Não,8,5.6,Não,Sim
AL00916,30,Automação Industrial,Matutino,Presencial,Blumenau,3217,2.6,99.8,6,28,68.3,9.2,8.9,Sim,Sim,Sim,9,6.8,Sim,Não
AL00917,22,Automação Industrial,Matutino,Presencial,Indaial,2614,3.7,84.3,6,11,81.4,5,8.7,Sim,Sim,Sim,6,7.5,Sim,Não
AL00918,38,Eletromecânica,Matutino,Presencial,Brusque,4553,13.1,65.9,8.1,33,100,5.3,3.6,Sim,Sim,Sim,7,7.8,Não,Não
AL00919,25,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,3740,12.1,72.6,5.1,31,95.9,6.3,16.9,Sim,Sim,Sim,8,7.5,Não,Sim
AL00920,22,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,,12.3,91.1,6,55,100,8.4,2.6,Sim,Não,Não,4,6.5,Sim,Sim
AL00921,29,Automação Industrial,Noturno,Presencial,Blumenau,5955,10.6,92.9,8.2,42,100,6.8,5.9,Sim,Sim,Sim,8,8.2,Sim,Não
AL00922,27,Eletromecânica,Matutino,Hibrido,Indaial,3408,10.6,74.9,6.5,39,71.2,8.4,9.5,Sim,Não,Sim,7,6.5,Não,Não
AL00923,27,Automação Industrial,Noturno,Presencial,Pomerode,4222,4.2,76,4.3,33,100,5.4,12.6,Sim,Sim,Não,6,6.3,Sim,Não
AL00924,20,Desenvolvimento de Sistemas,Noturno,Presencial,Indaial,900,8.9,81.8,5.9,32,84.7,6.4,4.8,Sim,Não,Não,8,7.1,Sim,Não
AL00925,16,Automação Industrial,Noturno,Presencial,Indaial,2259,9.6,94.2,8.8,46,97.2,7.4,6.6,Sim,Sim,Não,6,8.2,Sim,Não
AL00926,33,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,2757,6.5,89.2,6.8,45,69.3,6,4.7,Sim,Não,Não,5,6.5,Sim,Não
AL00927,33,Automação Industrial,Noturno,Presencial,Indaial,1464,12.4,94.6,6.7,33,78.4,6.7,8.7,Sim,Sim,Não,10,5.3,Não,Não
AL00928,32,Automação Industrial,Noturno,Presencial,Gaspar,2633,6.4,70.9,8.2,32,98.5,6.6,7.8,Sim,Sim,Não,7,7.3,Não,Não
AL00929,16,Administração,Noturno,Presencial,Timbó,2035,11.9,87.6,4.5,39,100,6.8,7.9,Sim,Não,Não,7,6.8,Sim,Não
AL00930,16,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,1567,10.8,76.3,6.8,39,98.6,5.9,2.3,Sim,Sim,Não,7,8,Sim,Não
AL00931,23,Eletromecânica,Matutino,Híbrido,Blumenau,9010,15.8,85.6,6.5,21,100,7.9,16.5,Sim,Sim,Não,6,7.1,Sim,Não
AL00932,16,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,2417,18.7,80.8,8,24,100,8.3,10.3,Sim,Não,Não,5,8.3,Sim,Não
AL00933,22,Administração,Matutino,Presencial,Pomerode,1433,3.9,67.2,5.7,23,91.1,6.7,4.3,Sim,Sim,Não,7,6,Não,Sim
AL00934,17,Automação Industrial,Matutino,Presencial,Blumenau,1405,5.3,100,6.5,13,65.4,6.9,3.9,Sim,Sim,Sim,9,7.3,Sim,Não
AL00935,16,Automação Industrial,Matutino,Híbrido,Gaspar,3374,9.9,84.4,8,15,88.8,7.9,12.6,Sim,Sim,Não,7,7,Sim,Não
AL00936,16,Administração,Noturno,Híbrido,Indaial,2676,13.6,87.7,5.3,61,80.5,4.5,8,Não,Sim,Não,8,6.2,Sim,Não
AL00937,26,Automação Industrial,Matutino,Presencial,Pomerode,13134,9.1,78.6,8.7,27,71,4.7,7.1,Sim,Sim,Não,8,6.5,Sim,Não
AL00938,33,Eletromecânica,Matutino,Presencial,Gaspar,3725,9.1,74.3,3.1,14,93.5,8.9,9.1,Sim,Sim,Não,7,6.3,Não,Não
AL00939,21,Administração,Matutino,Presencial,Pomerode,1923,10.4,81.4,5.6,29,67.8,6.7,7.7,Sim,Sim,Não,6,7.3,Sim,Sim
AL00940,26,Automação Industrial,Matutino,Presencial,Gaspar,5542,6.4,70.9,6.2,23,73.2,7.1,5.1,Sim,Sim,Não,7,5.8,Não,Não
AL00941,26,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,3178,6.4,78.3,6.8,12,66.4,6.9,10.9,Sim,Sim,Não,7,6.2,Sim,Não
AL00942,29,Eletromecânica,Noturno,Presencial,Pomerode,2189,8.8,85.2,7.8,36,88.2,8.7,5.5,Sim,Sim,Sim,6,8.4,Sim,Não
AL00943,36,Administração,Noturno,Presencial,Gaspar,3248,10.5,70.8,4.2,45,100,6.2,13.5,Sim,Não,Não,7,6,Não,Não
AL00944,36,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,4315,1.8,92.7,4.7,34,77.6,7.6,4.6,Sim,Sim,Não,5,6.7,Sim,Não
AL00945,33,Automação Industrial,Matutino,Presencial,Pomerode,2901,5.9,80.1,4.1,11,81,8,5.2,Sim,Sim,Não,9,5.9,Não,Não
AL00946,48,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,1641,10.3,98.3,7,39,87.9,6.4,10.6,Sim,Sim,Não,7,6.7,Sim,Não
AL00947,26,Eletromecânica,Noturno,Híbrido,Brusque,2792,7.4,82.5,5.7,32,100,6.1,12.1,Sim,Sim,Não,5,7.7,Sim,Não
AL00948,28,Administração,Noturno,Presencial,Blumenau,1711,5.9,66.1,5,53,46,5.8,6.2,Sim,Sim,Não,7,4.2,Não,Sim
AL00949,39,Eletromecânica,Matutino,Presencial,Pomerode,5941,6.8,86.2,8.3,41,77.1,6.7,7.3,Sim,Não,Não,8,6.4,Sim,Não
AL00950,36,Administração,Noturno,Presencial,Timbó,3573,5.3,83.4,6.3,26,90.4,7.4,8,Sim,Sim,Não,6,6.9,Sim,Não
AL00951,26,Automação Industrial,Noturno,Presencial,Indaial,4820,9.9,72.5,6.4,45,76.2,6.4,14.8,Sim,Sim,Sim,8,5.4,Não,Não
AL00952,21,Administração,Matutino,Híbrido,Blumenau,1608,7.3,67.2,4.1,25,86.2,6.3,19.8,Sim,Não,Sim,9,6,Não,Sim
AL00953,30,Eletromecânica,Noturno,Híbrido,Blumenau,3910,14.6,86.9,5.5,56,66.5,6.1,6.7,Sim,Não,Não,7,5,Não,Não
AL00954,37,Automação Industrial,Noturno,Presencial,Gaspar,3226,2.7,64.2,1.9,38,76.8,6.3,7.8,Sim,Sim,Não,10,2.8,Não,Sim
AL00955,26,Administração,Noturno,Presencial,Pomerode,4514,1.5,82.4,5.7,33,54.2,7.2,18.1,Sim,Sim,Não,8,6.1,Sim,Sim
AL00956,34,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,1476,6.4,66.9,5.6,34,63.1,6.6,6.9,Sim,Não,Não,8,5.6,Não,Não
AL00957,20,Eletromecânica,Matutino,Presencial,Timbó,2112,3.5,86.6,10,32,77.5,10,5.9,Sim,Não,Sim,3,7.4,Sim,Sim
AL00958,34,Administração,Matutino,Presencial,Blumenau,3614,12.5,76.1,8.3,31,100,5.4,39.2,Não,Sim,Não,7,7.3,Sim,Não
AL00959,28,Automação Industrial,Matutino,Presencial,Brusque,2541,6,99.9,4.9,28,100,6.7,47.2,Sim,Sim,Sim,8,6.6,Sim,Não
AL00960,39,Administração,Noturno,Presencial,Timbó,4816,5.5,81.2,5.3,42,81.9,6.5,5,Sim,Sim,Não,5,6.1,Sim,Não
AL00961,34,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,2544,11.7,75.7,5.5,55,86.9,5.7,6.8,Sim,Não,Não,8,5.5,Não,Não
AL00962,27,Automação Industrial,Matutino,Presencial,Gaspar,1672,12.7,88.5,8.3,47,48.3,6.3,10.4,Sim,Sim,Não,7,7.7,Sim,Sim
AL00963,25,Automação Industrial,Noturno,Presencial,Indaial,2014,13,76.9,7.2,43,96.1,5.6,12.5,Não,Não,Não,7,7.6,Sim,Não
AL00964,25,Administração,Matutino,Presencial,Indaial,7643,0.6,84.8,3.7,29,61.7,6.7,3.5,Sim,Sim,Não,6,5.2,Não,Não
AL00965,20,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,2615,11.8,67.7,8.6,29,98.2,8.7,16.1,Sim,Não,Não,9,7.7,Não,Não
AL00966,24,Administração,Noturno,Presencial,Pomerode,5353,1.3,78.8,5.5,26,89.4,5.7,27.7,Sim,Sim,Não,7,5.5,Não,Não
AL00967,16,Automação Industrial,Noturno,Presencial,Timbó,2692,12.2,81.3,5.4,19,88,6.8,15.1,Não,Não,Não,3,5.9,Não,Sim
